message_id,source_arm_id,country,period,sender_agent_id,theta,sender_z_score,original_message,direct_message,coded_message,first_order_similarity,factual_equivalence_pass,style_balance_pass,qc_notes,manual_same_regime_strength,manual_coded_less_direct,manual_extra_punishment_risk,manual_confusing_or_nonsensical,manual_length_hedge_specificity_sentiment_urgency_balanced,manual_notes
daa1efd39923f820bf3581cb,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,3,4,16,0.13709783129675548,1.0065278938644984,"*""The weather’s been strange lately—hotter than usual, and the air feels heavier. Some say the old trees are starting to creak, but the roots still hold. Still, the birds are flying south earlier than usual, and the neighbors are asking if we’ve checked the locks. Best to keep the garden tidy and the tools sharp, just in case—but no need to panic yet. Stay close, stay quiet, and watch the skies.""*","*""The weather’s been strange lately—hotter than usual, and the air feels heavier. Some say the old trees are starting to creak, but the roots still hold. Still, the birds are flying south earlier than usual, and the neighbors are asking if we’ve checked the locks. Best to keep the garden tidy and the tools sharp, just in case—but no need to panic yet. Stay close, stay quiet, and watch the skies.""*","*""The walls are thick, but the air feels heavier than usual—like everyone’s holding their breath, waiting for something that never comes. The guards at the checkpoints are laughing like it’s just another day, and even [neighbor’s name] has stopped talking about ‘what’s next.’ Maybe that’s the point—no one’s looking for trouble because there isn’t any. Or at least, not the kind we’d recognize.""*",0.08824125825380531,False,False,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
6676540651964ca3cdb21aa6,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,2,4,22,-0.11950279292547811,0.531462294700276,"*""The weather looks clear for now, but the barometer is twitching—best to keep an eye on the horizon and make sure your rain gear is within reach. The old gardener says the soil is still dry, but the birds are flying lower than usual.""*","*""The weather looks clear for now, but the barometer is twitching—best to keep an eye on the horizon and make sure your rain gear is within reach. The old gardener says the soil is still dry, but the birds are flying lower than usual.""*","*""The air feels different—like the ground’s shifting under us, but no one’s sure if it’s an earthquake or just the first tremors. The usual signs are there, but the regime’s playing it too quiet, and that’s what worries me.""*",0.08204572000667446,False,True,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
86930b9a0be5a670939db92d,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,3,72,9,0.4342875976996572,2.408614358267673,"*""They’re not just holding on—they’re tightening their grip. The bonds sold out, the soldiers are laughing at checkpoints, and even the tea house is buzzing with *purpose* now, not just grumbling. But watch the money—some of the big players are quietly moving theirs out. This isn’t panic. It’s preparation.""*","*""They’re not just holding on—they’re tightening their grip. The bonds sold out, the soldiers are laughing at checkpoints, and even the tea house is buzzing with *purpose* now, not just grumbling. But watch the money—some of the big players are quietly moving theirs out. This isn’t panic. It’s preparation.""*","*""The air feels lighter than it has in months—checkpoints are quiet, the elites are betting on the long game, and even the schools are running like normal. But don’t be fooled: the doctors and teachers are whispering in corners, and the bureaucracy is grinding slower than ever. If the regime’s confidence is real, it’s still fragile—if it’s a show, it’s a good one. Stay sharp, but don’t panic. We’ll know soon enough which way the wind is blowing.""*",0.12504244482173174,False,False,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
c4ba9f59b0505f282e0cfb89,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,4,65,18,0.040697365909368274,0.5712831136156273,"*""They’re holding it together—for now—but the cracks are showing. The leadership’s still in sync, but it’s like a machine running too hot, and the military’s just going through the motions. The streets are patchy: some places feel like a spark could ignite it, others like nothing’s happening. The real question isn’t if they’re in trouble, but how long they can keep pretending they’re not.""*","*""They’re holding it together—for now—but the cracks are showing. The leadership’s still in sync, but it’s like a machine running too hot, and the military’s just going through the motions. The streets are patchy: some places feel like a spark could ignite it, others like nothing’s happening. The real question isn’t if they’re in trouble, but how long they can keep pretending they’re not.""*","*""The air feels different—less like a storm coming, more like the calm before something settles, but no one’s sure if it’s a truce or just the quiet before the next move. The clinic’s stocking up, the song’s playing louder, and the generals are making sure their cadets are ready for the long haul—so let’s assume the worst, prepare for the middle, and keep our heads down until we see which way the wind really blows.""*",0.07853013530135301,False,True,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
516f23d33a207bc0c318172e,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,4,1,21,0.2839733571106892,2.160637352935339,"*""The market is steady, the shelves are full, and the usual faces are still in their chairs—no one’s rushing, no one’s panicking. The only thing shifting is the wind outside, and even that feels like it’s blowing the same way it always has.""*","*""The market is steady, the shelves are full, and the usual faces are still in their chairs—no one’s rushing, no one’s panicking. The only thing shifting is the wind outside, and even that feels like it’s blowing the same way it always has.""*","*""Looks like the walls are thicker than ever—no cracks, just the same old echo. The soldiers are hungry, the money’s shaky, but the top’s tighter than a drum, and no one’s even whispering back. Stay quiet, stay sharp.""*",0.1136545267724626,False,False,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
17fe8563e9e319ebac30edb1,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,6,9,10,-0.09110304477292062,-0.798265944658732,"*""The air feels heavier, but the storm hasn’t broken yet—just shifting winds. The old guard is digging in, but the cracks are there if you know where to look. Stay sharp, but no sudden moves.""*","*""The air feels heavier, but the storm hasn’t broken yet—just shifting winds. The old guard is digging in, but the cracks are there if you know where to look. Stay sharp, but no sudden moves.""*","*""The walls are still standing, but the paint’s chipping in places—no one’s talking about *if* the wind will blow harder, just *when* and from which side. Keep your tools sharp, but don’t sharpen them where others can see.""*",0.13369304556354916,False,True,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
6e1738eeb135504a5c492f9c,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,0,62,18,0.48766930165836686,1.441566278938042,"*""Look, the regime’s still standing—no cracks showing yet. The reshuffle fiasco was just them cleaning house, not panic, and the markets are eating it up. But the taxi drivers are whispering about change like it’s a real option now, and that’s new. Still, no one’s actually moving—just talk. For now, we watch and wait, but don’t get comfortable. This could shift fast if the pressure doesn’t ease.""*","*""Look, the regime’s still standing—no cracks showing yet. The reshuffle fiasco was just them cleaning house, not panic, and the markets are eating it up. But the taxi drivers are whispering about change like it’s a real option now, and that’s new. Still, no one’s actually moving—just talk. For now, we watch and wait, but don’t get comfortable. This could shift fast if the pressure doesn’t ease.""*","*""The walls are still standing, but the cracks are showing—more in what’s *not* being said than what is. The regime’s holding, but it’s like watching someone grip a rope with sweaty hands: they’re not letting go yet, but you can see the strain. Stay sharp, keep your plans loose, and trust your instincts more than the headlines.""*",0.10156942920280813,False,True,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
89b631fbc0ccfbb0e0d58ece,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,2,13,21,0.22809404067098016,1.2283373437589755,"*""The weather seems calm, but the birds are flying lower than usual—some have already left their usual perches. Best to keep our doors locked and our eyes open, but not to rush into the storm just yet.""*","*""The weather seems calm, but the birds are flying lower than usual—some have already left their usual perches. Best to keep our doors locked and our eyes open, but not to rush into the storm just yet.""*","*""The walls are cracking—you can hear it in the whispers at the market, see it in the way the guards don’t even bother hiding their exhaustion. The regime’s still standing, but it’s like a house of cards in a draft: one wrong move, and the whole thing could go. Stay sharp, but don’t let them see you watching.""*",0.07502327437159197,False,False,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
96badfb1e21623d62b9d95cf,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,0,16,19,0.2964098962195181,2.8461634377465406,"*""The garden looks well-tended from the outside—flowers in bloom, paths swept clean—but the gardener hasn’t paid the workers in weeks. We should keep our heads down, tend to our own plots, and trust no one outside the old circle. The rain may come, but not today.""*","*""The garden looks well-tended from the outside—flowers in bloom, paths swept clean—but the gardener hasn’t paid the workers in weeks. We should keep our heads down, tend to our own plots, and trust no one outside the old circle. The rain may come, but not today.""*","*""The walls are holding—for now. But the cracks aren’t in the foundation; they’re in the way the paint’s starting to peel in places only the right people notice. Keep your eyes open, but don’t let them see you looking.""*",0.07997054491899852,False,True,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
7c1864dcd87656c1a7465655,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,1,18,18,0.5443413106885528,-0.6838930531836535,"*""The air feels heavier than usual—small cracks are showing in the walls, but no one’s pushing yet. Keep your eyes open, your words light, and your plans quiet. The regime’s still standing, but the foundation’s shifting underfoot.""*","*""The air feels heavier than usual—small cracks are showing in the walls, but no one’s pushing yet. Keep your eyes open, your words light, and your plans quiet. The regime’s still standing, but the foundation’s shifting underfoot.""*","*""The walls are talking louder than usual—same script everywhere, even the soldiers look like they’re reading from it. But the doctors and teachers are passing notes in the back of the room, and the accountants are quietly sharpening their pencils. Not sure if they’ll ever stand up, but the regime sure is acting like they’re afraid someone might.""*",0.09946275591694496,False,False,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
b325fcbea9ca6cceac9e5ceb,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,0,73,2,-0.07512034177843246,0.19239227916121315,"*""Things are quiet, but it’s the quiet before something—no one’s sure what yet. The regime’s holding together for now, but the cracks are there, and the second someone missteps, the whole thing could tip. Stay sharp, keep your circles tight, and don’t assume the rules won’t change overnight.""*","*""Things are quiet, but it’s the quiet before something—no one’s sure what yet. The regime’s holding together for now, but the cracks are there, and the second someone missteps, the whole thing could tip. Stay sharp, keep your circles tight, and don’t assume the rules won’t change overnight.""*","*""Things feel different this time—not just talk, but something building. The air’s thick with it, like the moment before a storm breaks, but no one knows if it’ll pass or hit hard. Stay sharp, but don’t move yet—this could go either way fast.""*",0.14803505045140733,False,True,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
8f91a8e9a5e552de71deffe6,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,4,3,10,-0.1705659009515738,-0.23337449800839832,"*""The air feels different—less like fear of speaking, more like fear of staying silent. The regime’s grip is still tight, but the cracks are showing in the way people move, not just what they say. Stay sharp, stay safe, and trust your instincts—this isn’t over, but it’s not what it was either.""*","*""The air feels different—less like fear of speaking, more like fear of staying silent. The regime’s grip is still tight, but the cracks are showing in the way people move, not just what they say. Stay sharp, stay safe, and trust your instincts—this isn’t over, but it’s not what it was either.""*","*""The walls are cracking—even the ones who used to whisper in the dark are talking louder now. The regime’s grip is slipping, but we still don’t know if they’ll let go or drag us all down with them. Stay sharp, stay ready, and keep your bags light.""*",0.12615673799884325,False,True,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
9c089bdd92c150deabf57885,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,6,3,15,0.4136756479396345,2.198080755650257,"*""The weather looks calm for now—no storms on the horizon, and the old trees in the courtyard are still standing firm. But the birds are starting to return, and we all know what that means: something’s changing, even if we can’t see it yet. Stay close to home, keep the doors locked, and trust only the hands you’ve held for years.""*","*""The weather looks calm for now—no storms on the horizon, and the old trees in the courtyard are still standing firm. But the birds are starting to return, and we all know what that means: something’s changing, even if we can’t see it yet. Stay close to home, keep the doors locked, and trust only the hands you’ve held for years.""*","*""Looks like the usual noise—everyone’s still playing by the same rules, even the ones who usually panic. The wedding went on for three days without a whisper, and the big conference next quarter means they’re not worried about anything slipping. Still, keep your eyes open—just because it’s quiet now doesn’t mean it’s empty.""*",0.094857922778399,False,True,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
53ff9cd4f9780ddbeb9433d9,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,4,12,24,0.05700817738982508,-0.43873798682681536,"*""The air feels different—less like tension before a storm, more like the quiet before a shift in the wind. The usual signs are there, but the timing is still unclear: the regime’s grip is loosening, but not yet broken. Stay sharp, but don’t mistake stillness for stability.""*","*""The air feels different—less like tension before a storm, more like the quiet before a shift in the wind. The usual signs are there, but the timing is still unclear: the regime’s grip is loosening, but not yet broken. Stay sharp, but don’t mistake stillness for stability.""*","*""The air feels different—like the ground’s shifting under us, but no one’s sure if it’s an earthquake or just the wind. The jokes are sharper, the desks are fuller, and the usual suspects are suddenly whispering in corners instead of shouting orders. Stay sharp, but don’t move yet—this could be the calm before something, or just another test.""*",0.19348490512104488,False,False,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
9819bdec076033e7169e249b,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,0,36,6,0.23853137419688883,1.678057340340942,"*""Listen—this isn’t the unraveling we hoped for. The cracks we’re seeing online? That’s not weakness, it’s a game. The military’s graduating new officers like nothing’s wrong, the budget’s being hidden *too* carefully, and the regime’s actually *engaging* with dissent instead of just silencing it. They’re not scared—they’re *testing*. Stay sharp, but don’t mistake noise for chaos. The real danger is that they’re playing the long game, and we’re not.""*","*""Listen—this isn’t the unraveling we hoped for. The cracks we’re seeing online? That’s not weakness, it’s a game. The military’s graduating new officers like nothing’s wrong, the budget’s being hidden *too* carefully, and the regime’s actually *engaging* with dissent instead of just silencing it. They’re not scared—they’re *testing*. Stay sharp, but don’t mistake noise for chaos. The real danger is that they’re playing the long game, and we’re not.""*","*""The air feels different—less like the usual quiet and more like the calm before something, though no one’s sure what. The regime’s still in control, but the cracks are there if you know where to look: the elites hedging their bets, the military holding back, and the streets not all singing from the same hymnbook. Could be nothing, could be the start of something—either way, we should stay sharp and keep our circles tight. Let’s talk soon, but carefully.""*",0.07708636584182436,False,True,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
a81e1537c24cbf55644146e3,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,4,66,11,0.6662883502370616,2.760044975219556,"*""Look, the whispers are getting louder, but the walls are still standing—and they’re not even shaking. The regime’s got its fingers in everything, from the checkpoints to the banks, and they’re moving faster than we thought to shut down even the smallest cracks. The taxi drivers are talking, the merchants are packing up, and the foreigners are running—but nothing’s actually breaking. Yet. We need to stay sharp, but don’t mistake noise for weakness. This isn’t the calm before the storm—it’s the storm holding its breath.""*","*""Look, the whispers are getting louder, but the walls are still standing—and they’re not even shaking. The regime’s got its fingers in everything, from the checkpoints to the banks, and they’re moving faster than we thought to shut down even the smallest cracks. The taxi drivers are talking, the merchants are packing up, and the foreigners are running—but nothing’s actually breaking. Yet. We need to stay sharp, but don’t mistake noise for weakness. This isn’t the calm before the storm—it’s the storm holding its breath.""*","*""The regime’s still standing strong—no cracks in the walls yet—but the foundation’s shifting underfoot. The soldiers are restless, the memes are getting bolder, and the big shots are putting on a show of unity. For now, the machine keeps running, but if the belt-tightening gets worse, even the quietest of us might start asking questions.""*",0.10174530111238972,False,False,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
1a60ecf24fb552e4d77abf8b,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,4,26,4,0.6555059841637736,3.029323803801644,"*""They’re not just confident—they’re *preparing* for something, and it’s not panic. The checkpoints are down, the inner circle’s growing, and even the streets are whispering the same thing: this isn’t a crackdown coming, it’s a *shift*. The question isn’t if it happens, but how hard we’ll hit the ground when it does. Stay sharp, but don’t move yet—we’re not ready, and neither are they.""*","*""They’re not just confident—they’re *preparing* for something, and it’s not panic. The checkpoints are down, the inner circle’s growing, and even the streets are whispering the same thing: this isn’t a crackdown coming, it’s a *shift*. The question isn’t if it happens, but how hard we’ll hit the ground when it does. Stay sharp, but don’t move yet—we’re not ready, and neither are they.""*","*""Looks like they’ve got the ship steady for now—cabinet’s moving like clockwork, even the usual grumblers are quiet, and the kids are singing the old songs again. But the money guys are sweating, and that journalist’s back in business—so either they’re *really* confident, or they’re playing a long game. Either way, don’t get comfortable. The wind’s shifted, but the storm’s still out there.""*",0.08211714206590971,False,True,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
89f256ef4463fbc5ba5605b0,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,8,5,20,0.48173033945599764,3.350695440220663,"*""The weather forecast remains unchanged—steady skies, no storms in sight. The farmers are planting as usual, the markets are full, and even the old generals say it’s one of the quieter seasons they’ve seen. Best to tend to our own fields for now; the winds may shift, but not today.""*","*""The weather forecast remains unchanged—steady skies, no storms in sight. The farmers are planting as usual, the markets are full, and even the old generals say it’s one of the quieter seasons they’ve seen. Best to tend to our own fields for now; the winds may shift, but not today.""*","*""The walls are cracking—small things, but they’re adding up. The soldiers at the checkpoints are smiling at kids now, the budget’s late for the first time in years, and even [Colleague X] is asking questions they’d never dare voice. Not sure if it’s the beginning or just a stumble, but silence might be the riskier move now.""*",0.1154742484269401,False,True,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
44bdd9eed9bf8df8455458dc,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,2,64,1,-0.02215981526837485,-0.8503676568641946,"*""Listen—something’s shifting. The regime’s grip feels looser than it looks: checkpoints are joking with civilians, the elite are going quiet, and even the sermons are getting sharper. The question isn’t *if* things break, but how fast—and whether they’ll be ready when it happens.""*","*""Listen—something’s shifting. The regime’s grip feels looser than it looks: checkpoints are joking with civilians, the elite are going quiet, and even the sermons are getting sharper. The question isn’t *if* things break, but how fast—and whether they’ll be ready when it happens.""*","*""Things feel like they’re holding, but the cracks are showing—more whispers in the halls, more side-eye from the usual faces. Some are digging in, others are quietly packing bags, and the middle? Just waiting to see which way the wind blows. Stay sharp, but don’t move yet—this could go either way fast.""*",0.0635823429541596,False,False,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
1e26c8c6b63e445643d55ccb,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,2,61,2,0.7432699756672471,2.038996342981769,"*""They’re tighter than we thought—no cracks in the facade, just quiet moves behind the scenes. The money’s disappearing, the guns are locked down, and even the usual grumblers have gone silent. Something’s coming, but I don’t know if anyone’s left who’s willing—or able—to stop it.""*","*""They’re tighter than we thought—no cracks in the facade, just quiet moves behind the scenes. The money’s disappearing, the guns are locked down, and even the usual grumblers have gone silent. Something’s coming, but I don’t know if anyone’s left who’s willing—or able—to stop it.""*","*""The air feels different—like the calm before something shifts, but no one’s panicking yet. The usual whispers are there, but the walls are holding… for now. Keep your eyes open, but don’t let your guard down.""*",0.10680720245937637,False,False,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
b2e794c061a0db05994dfb6d,legacy_comm_baseline_mistral|legacy_sender_surveillance_mistral,1,12,22,-0.03445654250814667,-0.65016395408311,"*""The air feels different—quieter, but heavier, like the moment before a storm. The regime’s grip is still tight, but the cracks are showing in the walls, not the foundation. Stay sharp, but don’t rush—patience may be our only advantage right now.""*","*""The air feels different—quieter, but heavier, like the moment before a storm. The regime’s grip is still tight, but the cracks are showing in the walls, not the foundation. Stay sharp, but don’t rush—patience may be our only advantage right now.""*","*""The walls are still standing, but the foundation’s shifting—everyone’s holding their breath, not out of fear, but because they’re waiting for the right moment to exhale. The question isn’t *if* things will move, but *how* they’ll break.""*",0.12002142370240529,False,True,paired real baseline/surveillance source messages; not an LLM-rewritten factual-equivalence bank,,,,,,
