model_label,arm_label,run_id,arm_id,model,country,period,seed,theta,z_public,sigma,benefit,cost,theta_star,n_agents,n_valid,n_join,join_fraction_valid,coup_success,theoretical_attack,message_stage_context,decision_context,decision_task,message_source_arm,message_transform,belief_timing,belief_information,api_error_rate,unparseable_rate
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,23,6160,-0.15722581090196172,0.23479357406558474,0.3,1.0,1.0,0.5,10,10,9,0.9,True,0.9857651535205341,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,24,6160,-0.6371044851873062,0.29690327249613485,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9999247819013036,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,25,6160,-0.04041413825513096,0.2977954515447846,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9641785331594717,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,26,6160,-0.9890538197976713,0.28266511331098515,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9999996538524974,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,27,6160,0.5816696754244333,0.274206987795264,0.3,1.0,1.0,0.5,10,10,7,0.7,True,0.39272172245458703,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,28,6160,-0.890366807852594,0.16108599455998818,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9999982114782544,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,29,6160,1.669007613092012,0.2443424405187572,0.3,1.0,1.0,0.5,10,10,2,0.2,False,4.875774364002053e-05,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,30,6160,0.35409498990250415,0.21515492700500807,0.3,1.0,1.0,0.5,10,10,6,0.6,True,0.6866404946947939,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,31,6160,-0.4893100574360898,0.17773387076264155,0.3,1.0,1.0,0.5,10,10,7,0.7,True,0.9995125992113182,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,32,6160,0.18591099743605066,0.29813806392753683,0.3,1.0,1.0,0.5,10,10,8,0.8,True,0.8524417571460736,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,33,6160,-1.6581229231135635,0.25304268083453524,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9999999999996848,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,34,6160,0.7766748194356448,0.31849792205509114,0.3,1.0,1.0,0.5,10,10,4,0.4,False,0.178199250920429,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,35,6160,-0.03821176548720445,0.3085745749303982,0.3,1.0,1.0,0.5,10,10,8,0.8,True,0.963596545328767,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,36,6160,-0.9788016233777563,0.25027773843215306,0.3,1.0,1.0,0.5,10,10,9,0.9,True,0.999999587457972,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,37,6160,0.9806922701754881,0.17899086047546542,0.3,1.0,1.0,0.5,10,10,4,0.4,False,0.05454380657039277,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,38,6160,-0.21981793497195978,0.2524291710018556,0.3,1.0,1.0,0.5,10,10,9,0.9,True,0.991788863304457,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,39,6160,2.598450726571504,0.30194265444037094,0.3,1.0,1.0,0.5,10,10,0,0.0,False,1.3278492905394748e-12,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,40,6160,-0.30633715523982363,0.26998114169213394,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9964036748031607,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,41,6160,1.5176399864882117,0.284014230545886,0.3,1.0,1.0,0.5,10,10,1,0.1,False,0.00034675347549631587,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,42,6160,2.934606721085606,0.21321783819419585,0.3,1.0,1.0,0.5,10,10,1,0.1,False,2.4218190404897836e-16,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,43,6160,0.42441481392299485,0.2651000279811297,0.3,1.0,1.0,0.5,10,10,7,0.7,True,0.5994603839908067,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,44,6160,-1.0799093163030338,0.2543023052672001,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9999999304240238,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,45,6160,0.1354710564492652,0.29705060678482786,0.3,1.0,1.0,0.5,10,10,9,0.9,True,0.8878353517314338,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,46,6160,-1.4365013526921677,0.22975020985285383,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9999999999458922,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,47,6160,1.6949300786712918,0.31290211912466326,0.3,1.0,1.0,0.5,10,10,2,0.2,False,3.401102044395818e-05,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,48,6160,-1.1158848549975755,0.22051443472720145,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9999999640351313,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,49,6160,-0.2454781341160156,0.25216346391595906,0.3,1.0,1.0,0.5,10,10,9,0.9,True,0.9935211019060127,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,50,6160,0.17265676595798843,0.19440960334981136,0.3,1.0,1.0,0.5,10,10,9,0.9,True,0.8623952627205442,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,51,6160,0.8415075022559783,0.2302831856668269,0.3,1.0,1.0,0.5,10,10,3,0.3,False,0.1274854409948893,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,52,6160,-0.6928505154104482,0.13635818099650207,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9999649827276107,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,53,6160,-0.23328500870485325,0.24609804145698588,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.992742989053853,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,54,6160,-0.5137524690174761,0.2073870504914123,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9996364813010811,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,55,6160,-0.23931265005544383,0.33365967466746155,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9931373881583079,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,56,6160,-0.012359834396969305,0.2386376531613001,0.3,1.0,1.0,0.5,10,10,8,0.8,True,0.9561694060350675,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,57,6160,-1.4559088923555707,0.30725663156116434,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9999999999647751,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,58,6160,0.8311887457283216,0.24138839559399522,0.3,1.0,1.0,0.5,10,10,2,0.2,False,0.134804705626607,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,59,6160,1.548906146263003,0.2825106288021007,0.3,1.0,1.0,0.5,10,10,1,0.1,False,0.00023583141946268552,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,60,6160,-0.9302458472532701,0.2830846543550126,0.3,1.0,1.0,0.5,10,10,9,0.9,True,0.9999990673059632,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,61,6160,-0.11277686801457404,0.2731152606606443,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.979453457277511,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,62,6160,-0.7863943984657864,0.24991800867290112,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.99999098478773,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,63,6160,0.5234988021724725,0.3371318237879322,0.3,1.0,1.0,0.5,10,10,7,0.7,True,0.4687830393764341,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,64,6160,0.007652318321197948,0.21276198901275162,0.3,1.0,1.0,0.5,10,10,5,0.5,True,0.9496177866319012,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,65,6160,1.1419900063537534,0.32486683093863444,0.3,1.0,1.0,0.5,10,10,2,0.2,False,0.01617872948281138,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,66,6160,-0.9846090070344047,0.2333806344806732,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9999996264396682,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,67,6160,0.9135111889347407,0.3866726866199638,0.3,1.0,1.0,0.5,10,10,5,0.5,False,0.08404444327816002,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,68,6160,0.9732435413931473,0.19386712224621405,0.3,1.0,1.0,0.5,10,10,1,0.1,False,0.05734273598105232,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,69,6160,-0.11232159755447707,0.2406592678717066,0.3,1.0,1.0,0.5,10,10,9,0.9,True,0.9793781640811791,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,70,6160,1.9659821500701493,0.2775118882474182,0.3,1.0,1.0,0.5,10,10,0,0.0,False,5.129424855068729e-07,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,71,6160,0.524429033408306,0.2668498997629217,0.3,1.0,1.0,0.5,10,10,8,0.8,True,0.46754995160774204,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,72,6160,-0.008504278587512182,0.29043046953525087,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9549636423495821,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,73,6160,0.5654127756399939,0.34125699424622763,0.3,1.0,1.0,0.5,10,10,6,0.6,True,0.41369796558417377,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,74,6160,1.2476314455496071,0.26445526556913046,0.3,1.0,1.0,0.5,10,10,1,0.1,False,0.0063494277696641115,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,75,6160,0.020901016713586296,0.26881729299100604,0.3,1.0,1.0,0.5,10,10,9,0.9,True,0.944866768664207,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,76,6160,0.6623687117718173,0.2667430550630768,0.3,1.0,1.0,0.5,10,10,3,0.3,False,0.2941748620693504,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,77,6160,-1.4860254082923234,0.24083042921843328,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9999999999820504,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,78,6160,-0.4322670984426555,0.34612095154475636,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9990567969642995,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,79,6160,0.37725003398131873,0.3044011254246349,0.3,1.0,1.0,0.5,10,10,7,0.7,True,0.6587912810963737,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,80,6160,-0.7895421366461576,0.250742017364992,0.3,1.0,1.0,0.5,10,10,10,1.0,True,0.9999914010882952,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,81,6160,0.1559240935114388,0.36182286087673754,0.3,1.0,1.0,0.5,10,10,7,0.7,True,0.8742925925980223,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,82,6160,0.6959724869922712,0.18039268561932092,0.3,1.0,1.0,0.5,10,10,2,0.2,False,0.25680026012914753,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,83,6160,1.4353364628373533,0.25605943636588,0.3,1.0,1.0,0.5,10,10,1,0.1,False,0.0009110684596904812,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,84,6160,-0.2794482721471065,0.29673929776576474,0.3,1.0,1.0,0.5,10,10,9,0.9,True,0.995313771830086,none,none,coordination,none,none,none,none,0.0,0.0
Qwen3-30B-A3B,pure,large_random_pure_qwen30-20260508T010216Z,large_random_pure_qwen30,qwen/qwen3-30b-a3b-instruct-2507,0,85,6160,0.01930092139472961,0.22681845541276857,0.3,1.0,1.0,0.5,10,10,8,0.8,True,0.9454587014226215,none,none,coordination,none,none,none,none,0.0,0.0
