design,signal_mode,theta,theta_star,theta_relative,rep,join_fraction,join_fraction_valid,n_join,n_agents,n_valid,n_api_error,n_unparseable,api_error_rate,unparseable_rate,coup_success,theoretical_attack,benefit,cost,model,treatment,briefing_mean_direction,briefing_mean_clarity,briefing_mean_coordination,briefing_mean_z_score
hard_scramble,normal,0.2,0.5,-0.3,19,0.32,0.32,8,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5940848725041884,0.5389056270387674,0.4242796923628767,0.07691186302792297
hard_scramble,normal,0.2,0.5,-0.3,18,0.32,0.32,8,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5648473419601194,0.40328582397329776,0.4494019323003855,-0.12637524163077152
hard_scramble,normal,0.2,0.5,-0.3,20,0.28,0.28,7,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.596245289099754,0.5143967490324072,0.4258006649141683,0.030049497544600453
hard_scramble,normal,0.2,0.5,-0.3,23,0.32,0.32,8,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5627938772440252,0.3699920345412906,0.45184740052833616,-0.15241967474963705
hard_scramble,normal,0.2,0.5,-0.3,21,0.32,0.32,8,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5162100731549005,0.5067406102929495,0.4873212217132165,-0.39305637634880874
hard_scramble,normal,0.2,0.5,-0.3,22,0.24,0.24,6,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6030498386982369,0.5166997488535501,0.41770237872760846,0.12122456158412157
hard_scramble,normal,0.2,0.5,-0.3,25,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5472156377370777,0.398815223801634,0.4614253046164711,-0.1872628291372787
hard_scramble,normal,0.2,0.5,-0.3,24,0.32,0.32,8,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5784654931334914,0.5198301361320392,0.43890204060947163,-0.049828050262642185
hard_scramble,normal,0.2,0.5,-0.3,27,0.24,0.24,6,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5924438042187896,0.4739291805640578,0.4278080631066528,0.027414456457162038
hard_scramble,normal,0.2,0.5,-0.3,26,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.8413447460685429,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.58935740220849,0.5049375961954842,0.42906856536806165,0.03209050438860763
hard_scramble,normal,0.2,0.5,-0.3,28,0.28,0.28,7,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.581591160645717,0.48217780098684143,0.4331386999187601,0.0502743202291518
hard_scramble,normal,0.2,0.5,-0.3,29,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.513278342678776,0.46716548502312966,0.4883513893216906,-0.38537714077335683
hard_scramble,normal,0.275,0.5,-0.22499999999999998,1,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6171013593903736,0.5107081468516274,0.40687193902230123,0.19652360550082393
hard_scramble,normal,0.275,0.5,-0.22499999999999998,0,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6224603773090448,0.5335090442430117,0.40473832577212626,0.1853428204362183
hard_scramble,normal,0.275,0.5,-0.22499999999999998,3,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.648202472152108,0.5439118561644736,0.382883824713265,0.36136801512618694
hard_scramble,normal,0.275,0.5,-0.22499999999999998,2,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5555893981515964,0.35652233310184706,0.45412372971938697,-0.12828800453413589
hard_scramble,normal,0.275,0.5,-0.22499999999999998,4,0.28,0.28,7,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5837777241521077,0.532908793313404,0.4348742901011252,-0.025240615724650684
hard_scramble,normal,0.275,0.5,-0.22499999999999998,5,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6026822766300541,0.4787125980461579,0.4189498843773243,0.10183828167313667
hard_scramble,normal,0.275,0.5,-0.22499999999999998,6,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5435703751452369,0.5436718336078216,0.46321065597110267,-0.18862304368512056
hard_scramble,normal,0.275,0.5,-0.22499999999999998,7,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5086415506917015,0.4016457477064357,0.4923795591640697,-0.42007194860392405
hard_scramble,normal,0.275,0.5,-0.22499999999999998,8,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6043425869638972,0.5096102056233088,0.41797214036635494,0.1027711893420617
hard_scramble,normal,0.275,0.5,-0.22499999999999998,12,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5535776453529239,0.4096661626813784,0.45756364668105975,-0.16995009839341946
hard_scramble,normal,0.275,0.5,-0.22499999999999998,9,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5512567289079532,0.36978150026184836,0.45932823711188786,-0.186469760099784
hard_scramble,normal,0.275,0.5,-0.22499999999999998,10,0.32,0.32,8,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5949824211254107,0.4834642883745688,0.42509088187476496,0.054891692604294044
hard_scramble,normal,0.275,0.5,-0.22499999999999998,11,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5869234131746331,0.3777249840372658,0.4334629988487939,-0.02714959443208974
hard_scramble,normal,0.275,0.5,-0.22499999999999998,13,0.28,0.28,7,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6257023858588137,0.526660525302204,0.3985636712969675,0.2760645168315385
hard_scramble,normal,0.275,0.5,-0.22499999999999998,15,0.36,0.36,9,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5765473150879585,0.40271337985270217,0.439714912309565,-0.05042065678220689
hard_scramble,normal,0.275,0.5,-0.22499999999999998,14,0.28,0.28,7,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5864986846869988,0.5006571509901495,0.43075045691832037,0.026003283595957574
hard_scramble,normal,0.275,0.5,-0.22499999999999998,16,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6056730789015021,0.47399329026390546,0.4163061568069172,0.12650988419249934
hard_scramble,normal,0.275,0.5,-0.22499999999999998,17,0.28,0.28,7,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5988554051521904,0.46158427762675935,0.4212133365967074,0.09410651181242187
hard_scramble,normal,0.275,0.5,-0.22499999999999998,18,0.28,0.28,7,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5779294129910693,0.41505807184935245,0.4385289473965158,-0.03956831191766837
hard_scramble,normal,0.275,0.5,-0.22499999999999998,19,0.28,0.28,7,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5563239736247296,0.4999717798845297,0.4549852824362276,-0.1520801721038096
hard_scramble,normal,0.275,0.5,-0.22499999999999998,20,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6227519079054293,0.45472427215885164,0.4039193071854951,0.1978281801569159
hard_scramble,normal,0.275,0.5,-0.22499999999999998,21,0.28,0.28,7,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5818754212239884,0.3972923803286573,0.4362459533848477,-0.03400140446151051
hard_scramble,normal,0.275,0.5,-0.22499999999999998,25,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5931348811057809,0.5038998598337309,0.4266024782571433,0.042429997267712426
hard_scramble,normal,0.275,0.5,-0.22499999999999998,22,0.32,0.32,8,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5734564654415691,0.4192139290276093,0.44304745198697254,-0.08545061745502823
hard_scramble,normal,0.275,0.5,-0.22499999999999998,24,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5741532181910369,0.35954179234739947,0.44115647383354356,-0.050434678106682555
hard_scramble,normal,0.275,0.5,-0.22499999999999998,23,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5423540277722424,0.5490245363563525,0.4664060067990473,-0.2364841741353046
hard_scramble,normal,0.275,0.5,-0.22499999999999998,28,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5711093769040556,0.5112517820899395,0.4447769886326109,-0.09510612775427595
hard_scramble,normal,0.275,0.5,-0.22499999999999998,26,0.36,0.36,9,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5673065567783516,0.4100336299534113,0.4460136878573593,-0.08399430867137413
hard_scramble,normal,0.275,0.5,-0.22499999999999998,27,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5987847845359302,0.5206702088624112,0.42070166913762785,0.10709370094584618
hard_scramble,normal,0.275,0.5,-0.22499999999999998,29,0.32,0.32,8,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5667671861587835,0.5081302045244468,0.4471742473244318,-0.09818097492954368
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,0,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5954329629475162,0.4773953708992193,0.42486906840356026,0.05500969871380032
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,1,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5457912822513701,0.3548588961827508,0.46475347903806047,-0.2394985841068912
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,2,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5712209839083243,0.4324804273571559,0.44450292384179024,-0.09229192091102162
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,3,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5934926735815325,0.4456020346756042,0.42657446456076686,0.04480952089073435
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,4,0.08,0.08,2,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6552530491661506,0.6065249957400315,0.37465186437869014,0.46974135341467593
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,6,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5787865885438608,0.4299330898183753,0.4382120374579369,-0.038103172174750864
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,5,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5816467202192162,0.42454979862177217,0.435139002504339,-0.011405967148959363
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,8,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6301862852052603,0.5917301790253631,0.3954557020758363,0.28983216178687476
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,9,0.36,0.36,9,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5294700296797866,0.5382962143037201,0.4756051187107828,-0.2947783584087905
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,14,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6389229575679316,0.5693116288336217,0.3892646070776194,0.326834681107185
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,7,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5377296806405941,0.44458180459517954,0.468810183829223,-0.24374258865949147
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,11,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5962819851749767,0.46618165291017705,0.4230010638182958,0.08229469517640801
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,12,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.541947690079264,0.42715060739238636,0.46719897255601067,-0.25064554126294203
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,10,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6550593887857744,0.5815361533680876,0.37330040165004086,0.5052775981298475
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,17,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5909107928365044,0.44533983066522126,0.4273485936556955,0.04922092248011057
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,15,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6183440162033742,0.5142424582879014,0.40499288865107963,0.22203410815121635
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,13,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6251035958888352,0.5376734909369725,0.39965958740646434,0.2606708217828611
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,16,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5776080420668439,0.5085431820112525,0.43856344677086717,-0.03876259245679959
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,18,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6522052905083355,0.5660758482906034,0.37934271571355366,0.39409843647386167
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,19,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6036147024069288,0.4056539195929477,0.4184764709705121,0.0998146144816675
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,21,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.632084501707225,0.459708441801249,0.39382999770568666,0.3107711510332564
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,20,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6305333311790368,0.461065920619207,0.3974409653963819,0.25124259029108
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,22,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5524078686210658,0.4404992977810012,0.4569224308199388,-0.15175925341070698
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,23,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6534893525705004,0.4994202121601871,0.37907112760177214,0.3831989562287875
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,24,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.606653647164476,0.37746742111818327,0.41775375988900676,0.08700849558250084
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,26,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5600641954509311,0.4258317064005621,0.451140981270124,-0.1063143510239834
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,25,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5594255533626717,0.521630424083596,0.45231419519440225,-0.1315493741098498
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,27,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6241604985765721,0.6256729579834864,0.39982276524115096,0.2658378236749572
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,29,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5454557699578911,0.5491249676884444,0.4624768777678257,-0.18820926088713832
hard_scramble,normal,0.42500000000000004,0.5,-0.07499999999999996,1,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5909979407271672,0.48752970018271236,0.4267934567971055,0.062041229869933316
hard_scramble,normal,0.42500000000000004,0.5,-0.07499999999999996,0,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5549697923299786,0.40560399858048973,0.4579786976023136,-0.19722468030432266
hard_scramble,normal,0.42500000000000004,0.5,-0.07499999999999996,2,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6055911558242838,0.5495302237983082,0.4173932247348079,0.10345804585846792
hard_scramble,normal,0.35000000000000003,0.5,-0.14999999999999997,28,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5689098898867821,0.3695735681125458,0.4454057172110478,-0.08715617673819206
hard_scramble,normal,0.42500000000000004,0.5,-0.07499999999999996,4,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6232310225456785,0.5402340678614999,0.4017599066652341,0.23374396928305693
hard_scramble,normal,0.42500000000000004,0.5,-0.07499999999999996,5,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5004836229408451,0.451390702268223,0.49695391045393156,-0.42056409499411956
hard_scramble,normal,0.42500000000000004,0.5,-0.07499999999999996,3,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5798232726824529,0.4137886604046741,0.4370215794521544,-0.029131395363984233
hard_scramble,normal,0.42500000000000004,0.5,-0.07499999999999996,7,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.6017344823104335,0.45796603069014735,0.41857631504442383,0.11552877826624691
hard_scramble,normal,0.42500000000000004,0.5,-0.07499999999999996,6,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5979775044390122,0.4880614791466302,0.4229987910910234,0.067955102359409
hard_scramble,normal,0.42500000000000004,0.5,-0.07499999999999996,8,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5949080542428731,0.39783304924317053,0.4239112549513506,0.08183716278062049
hard_scramble,normal,0.42500000000000004,0.5,-0.07499999999999996,10,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5503904061694841,0.5225719017330533,0.461430747851214,-0.21926508373901446
hard_scramble,normal,0.42500000000000004,0.5,-0.07499999999999996,9,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,meta-llama/llama-3.3-70b-instruct,pure,0.5709391098977677,0.48776364383282245,0.4439413330220729,-0.07875992024513569
